Step,Timestamp,Time (s),RAM Usage (GB),GPU Memory Usage (GB)
235,2024-12-04 18:14:35,83.56,15.24,3.68
236,2024-12-04 18:14:36,83.91,15.24,3.68
237,2024-12-04 18:14:36,84.27,15.24,3.68
238,2024-12-04 18:14:36,84.62,15.24,3.68
239,2024-12-04 18:14:37,84.98,15.24,3.68
240,2024-12-04 18:14:37,85.33,15.24,3.68
241,2024-12-04 18:14:37,85.67,15.24,3.68
242,2024-12-04 18:14:38,86.01,15.24,3.68
243,2024-12-04 18:14:38,86.35,15.24,3.68
244,2024-12-04 18:14:38,86.71,15.24,3.68
245,2024-12-04 18:14:39,87.07,15.24,3.68
246,2024-12-04 18:14:39,87.43,15.24,3.68
247,2024-12-04 18:14:40,87.79,15.24,3.68
248,2024-12-04 18:14:40,88.13,15.24,3.68
249,2024-12-04 18:14:40,88.48,15.24,3.68
250,2024-12-04 18:14:41,88.81,15.24,3.68
251,2024-12-04 18:14:41,89.13,15.24,3.68
252,2024-12-04 18:14:41,89.47,15.24,3.68
253,2024-12-04 18:14:42,89.82,15.24,3.68
254,2024-12-04 18:14:42,90.15,15.24,3.68
255,2024-12-04 18:14:42,90.50,15.24,3.68
256,2024-12-04 18:14:43,90.84,15.24,3.68
257,2024-12-04 18:14:43,91.20,15.24,3.68
258,2024-12-04 18:14:43,91.55,15.24,3.68
259,2024-12-04 18:14:44,91.90,15.24,3.68
260,2024-12-04 18:14:44,92.23,15.24,3.68
261,2024-12-04 18:14:44,92.58,15.24,3.68
262,2024-12-04 18:14:45,92.93,15.24,3.68
263,2024-12-04 18:14:45,93.29,15.24,3.68
264,2024-12-04 18:14:45,93.65,15.24,3.68
265,2024-12-04 18:14:46,94.00,15.24,3.68
266,2024-12-04 18:14:46,94.34,15.24,3.68
267,2024-12-04 18:14:46,94.70,15.24,3.68
268,2024-12-04 18:14:47,95.07,15.24,3.68
269,2024-12-04 18:14:47,95.42,15.24,3.68
270,2024-12-04 18:14:48,95.77,15.24,3.68
