Step,Timestamp,Time (s),RAM Usage (GB),GPU Memory Usage (GB)
387,2024-12-04 04:06:58,373.25,17.49,5.09
388,2024-12-04 04:06:59,374.22,17.49,5.09
389,2024-12-04 04:07:00,375.18,17.49,5.09
390,2024-12-04 04:07:01,376.13,17.49,5.09
391,2024-12-04 04:07:02,377.09,17.49,5.09
392,2024-12-04 04:07:03,378.05,17.49,5.09
393,2024-12-04 04:07:04,379.02,17.49,5.09
394,2024-12-04 04:07:05,379.97,17.49,5.09
395,2024-12-04 04:07:06,380.93,17.49,5.09
396,2024-12-04 04:07:07,381.88,17.49,5.09
397,2024-12-04 04:07:08,382.84,17.49,5.09
398,2024-12-04 04:07:09,383.80,17.49,5.09
399,2024-12-04 04:07:10,384.76,17.49,5.09
400,2024-12-04 04:07:11,385.74,17.49,5.09
401,2024-12-04 04:07:12,386.70,17.49,5.09
402,2024-12-04 04:07:12,387.66,17.49,5.09
403,2024-12-04 04:07:13,388.62,17.49,5.09
404,2024-12-04 04:07:14,389.59,17.49,5.09
405,2024-12-04 04:07:15,390.55,17.49,5.09
406,2024-12-04 04:07:16,391.51,17.49,5.09
407,2024-12-04 04:07:17,392.47,17.49,5.09
408,2024-12-04 04:07:18,393.42,17.49,5.09
409,2024-12-04 04:07:19,394.39,17.49,5.09
410,2024-12-04 04:07:20,395.35,17.49,5.09
411,2024-12-04 04:07:21,396.31,17.49,5.09
412,2024-12-04 04:07:22,397.27,17.49,5.09
413,2024-12-04 04:07:23,398.22,17.49,5.09
414,2024-12-04 04:07:24,399.19,17.49,5.09
415,2024-12-04 04:07:25,400.15,17.49,5.09
416,2024-12-04 04:07:26,401.10,17.49,5.09
417,2024-12-04 04:07:27,402.06,17.49,5.09
418,2024-12-04 04:07:28,403.01,17.49,5.09
419,2024-12-04 04:07:29,403.97,17.49,5.09
420,2024-12-04 04:07:30,404.94,17.49,5.09
421,2024-12-04 04:07:31,405.90,17.49,5.09
422,2024-12-04 04:07:32,406.86,17.49,5.09
423,2024-12-04 04:07:33,407.82,17.49,5.09
424,2024-12-04 04:07:34,408.78,17.49,5.09
425,2024-12-04 04:07:35,409.73,17.49,5.09
426,2024-12-04 04:07:36,410.69,17.49,5.09
427,2024-12-04 04:07:36,411.65,17.49,5.09
428,2024-12-04 04:07:37,412.61,17.49,5.09
429,2024-12-04 04:07:38,413.57,17.49,5.09
430,2024-12-04 04:07:39,414.54,17.49,5.09
431,2024-12-04 04:07:40,415.51,17.49,5.09
432,2024-12-04 04:07:41,416.46,17.49,5.09
433,2024-12-04 04:07:42,417.42,17.49,5.09
434,2024-12-04 04:07:43,418.38,17.49,5.09
435,2024-12-04 04:07:44,419.34,17.49,5.09
436,2024-12-04 04:07:45,420.30,17.49,5.09
437,2024-12-04 04:07:46,421.26,17.49,5.09
438,2024-12-04 04:07:47,422.22,17.49,5.09
439,2024-12-04 04:07:48,423.20,17.49,5.09
440,2024-12-04 04:07:49,424.16,17.49,5.09
441,2024-12-04 04:07:50,425.12,17.49,5.09
442,2024-12-04 04:07:51,426.07,17.49,5.09
443,2024-12-04 04:07:52,427.03,17.49,5.09
444,2024-12-04 04:07:53,427.99,17.49,5.09
445,2024-12-04 04:07:54,428.95,17.49,5.09
446,2024-12-04 04:07:55,429.92,17.49,5.09
447,2024-12-04 04:07:56,430.88,17.49,5.09
448,2024-12-04 04:07:57,431.84,17.49,5.09
449,2024-12-04 04:07:58,432.81,17.49,5.09
450,2024-12-04 04:07:59,433.77,17.49,5.09
451,2024-12-04 04:08:00,434.74,17.49,5.09
452,2024-12-04 04:08:01,435.70,17.49,5.09
453,2024-12-04 04:08:01,436.67,17.49,5.09
454,2024-12-04 04:08:02,437.63,17.49,5.09
455,2024-12-04 04:08:03,438.60,17.49,5.09
456,2024-12-04 04:08:04,439.56,17.49,5.09
457,2024-12-04 04:08:05,440.52,17.49,5.09
458,2024-12-04 04:08:06,441.48,17.49,5.09
459,2024-12-04 04:08:07,442.44,17.49,5.09
460,2024-12-04 04:08:08,443.41,17.49,5.09
461,2024-12-04 04:08:09,444.38,17.49,5.09
462,2024-12-04 04:08:10,445.34,17.49,5.09
463,2024-12-04 04:08:11,446.29,17.49,5.09
464,2024-12-04 04:08:12,447.26,17.49,5.09
465,2024-12-04 04:08:13,448.23,17.49,5.09
466,2024-12-04 04:08:14,449.19,17.49,5.09
467,2024-12-04 04:08:15,450.16,17.49,5.09
